"","x"
"1",0.967741935483871
"2",0
"3",0.129032258064516
"4",0.387096774193548
"5",0
"6",0
"7",0
"8",0.0967741935483871
"9",0.354838709677419
"10",0.645161290322581
"11",1
"12",0.67741935483871
"13",0
"14",0
"15",0
"16",0.032258064516129
"17",0.806451612903226
"18",0
"19",0
"20",0
"21",0
"22",0.354838709677419
"23",0.967741935483871
"24",0.645161290322581
"25",0
"26",0
"27",0
"28",0
"29",0.612903225806452
"30",0.67741935483871
"31",0
"32",0.709677419354839
"33",0.225806451612903
"34",0
"35",0.451612903225806
"36",0
"37",1
"38",0.0967741935483871
"39",0
"40",0.354838709677419
"41",0
"42",0
"43",0
"44",0
"45",0.225806451612903
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0.0967741935483871
"54",0
"55",0
"56",0.451612903225806
"57",0
"58",0
"59",0
"60",0.387096774193548
"61",0.032258064516129
"62",0.032258064516129
"63",0
"64",0
"65",0
"66",0.903225806451613
"67",0
"68",0
"69",0
"70",0
"71",0.903225806451613
"72",0
"73",0.903225806451613
"74",0.032258064516129
"75",0.645161290322581
"76",0.580645161290323
"77",0
"78",1
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0.129032258064516
"85",0.258064516129032
"86",0.419354838709677
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0.580645161290323
"97",0.903225806451613
"98",0
"99",0
"100",0
